"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"Without limiting the generality of the foregoing, the Contractor shall be entitled to a pre-agreed sum for demobilisation costs payable on Practical Completion.","opportunity","payment","false","ZW","bespoke","Express demobilisation payment; reduces contractor's post-completion financial exposure."
"In accordance with industry practice, the Contractor shall pay all employees a minimum wage not less than the applicable ZITS/ZCEA minimum wage for the construction sector.","low","regulatory","false","ZW","bespoke","Labour law compliance; Zimbabwe Construction Industry Federation wage requirement."
"SIGNED for and on behalf of THE CONTRACTOR by a duly authorised representative:","neutral","administrative","false","ZW","bespoke","Execution signature block."
"The parties agree that the Contractor shall maintain public roads used by construction traffic in a clean and tidy condition at all times.","low","regulatory","false","ZW","bespoke","Road maintenance obligation; standard and reasonable."
"The parties agree that the Contractor shall not be entitled to additional cost arising from a force majeure event; its sole entitlement is an extension of time.","medium","force_majeure","true","ZW","bespoke","Time-only relief for force majeure; contractor bears standing cost during FM period."
"Subject to the terms of this Contract, all Contractor's equipment, materials and temporary works brought onto Site shall be deemed to be the property of the Employer for the duration of the Contract and shall not be removed without Employer's written consent.","high","payment","true","ZW","bespoke","Deemed vesting of contractor's property; exposes contractor to loss if employer becomes insolvent or hostile."
"Notwithstanding any other provision, the Contractor accepts no warranty liability for defects arising from the Employer's design or specification.","opportunity","warranty","false","UK","JCT","Design warranty carve-out for employer-provided design; fair on contractor."
"Notwithstanding any other provision, a compensation event is not notified if the Employer or the Contractor did not give an early warning of the event when they could have done so.","medium","delay","true","UK","NEC4","Mutual early warning obligation; applies to both parties but in practice limits contractor CEs."
"Notwithstanding any other provision, the Contractor shall employ a minimum of 70% local Zimbabwean labour in the execution of the Works.","medium","regulatory","false","ZW","bespoke","Local content labour requirement; common condition on government-funded Zimbabwe projects."
"For the avoidance of doubt, the Contractor shall provide a Performance Security equal to 15% of the Accepted Contract Amount.","high","administrative","true","ZW","FIDIC","15% performance security is above FIDIC standard 10%; significant liquidity cost."
"SECTION 6: VARIATIONS","neutral","administrative","false","ZW","bespoke","Variations section heading."
"For the avoidance of doubt, the Employer may instruct the Contractor to accelerate the programme; the Contractor shall comply and any claim for acceleration costs shall be submitted within 7 days of the instruction.","high","delay","true","UK","JCT","7-day acceleration claim window is impractical; employer can demand acceleration without pre-agreeing cost."
"The parties agree that all disputes shall be referred to the Employer's Representative for determination, and such determination shall be binding on the Contractor for the duration of the project.","high","dispute","true","UK","JCT","Employer's own representative acting as adjudicator creates conflict of interest and denies contractor independent remedy."
"For the avoidance of doubt, the Contractor may suspend performance of the whole or any part of the Works where a payment is overdue, by giving 7 days' written notice to the Employer.","opportunity","payment","false","UK","JCT","HGCRA suspension right expressly preserved; contractor has clear mechanism to address non-payment."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 72 hours of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"14.1 Should either Party constitute a data controller in terms of the Cyber and Data Protection Act [Chapter 12:07] as read with its regulations, then the Parties are agreed that a Party constituting a data controller shall: 14.1.1 process all personal information exchanged by and between the Parties in accordance with the Act and for no other purpose; 14.1.2 treat such personal information as confidential and not disclose it, unless required by law or in the course of the proper performance of its duties; 14.1.3 secure the integrity and confidentiality of such personal information by taking appropriate, reasonable technical and organisational measures; 14.1.4 take reasonable measures to identify risks, establish safeguards, verify implementation, update safeguards, and notify the other Party of any breach.","low","regulatory","false","ZW","bespoke",""
"'The Fee' means the tendered fee percentage applied to Defined Cost.","neutral","administrative","false","UK","NEC4","Standard NEC4 fee definition."
"Notwithstanding any other provision, the Employer may suspend the Works for any reason for up to 60 days without this constituting a termination; during suspension the Contractor shall stand down without payment.","high","payment","true","ZW","bespoke","Unpaid suspension right; contractor bears standing costs during employer-requested suspension."
"CORE CLAUSES","neutral","administrative","false","UK","NEC4","NEC4 structural heading."
"Without limiting the generality of the foregoing, the Contractor is to provide the Project Manager with a first programme showing the information required by this Contract.","low","delay","false","UK","NEC4","Programme provision obligation; standard."
"In accordance with industry practice, the Contractor's share is calculated at the end of the project as stated in the Contract.","low","payment","false","UK","NEC4","Pain/gain share clause; incentivises contractor cost efficiency."
"In accordance with industry practice, government-imposed price controls that prevent the Contractor from procuring materials at market prices shall entitle the Contractor to an adjustment of the Contract Price.","opportunity","regulatory","false","ZW","bespoke","Price control risk on employer; government intervention risk passed back to employer."
"SECTION 8 – TERMINATION","neutral","administrative","false","UK","JCT","Contract section heading."
"The parties agree that the Employer shall pay the Contractor a mobilisation advance of 15% of the Contract Sum, secured by an advance payment guarantee, within 30 days of contract execution.","opportunity","payment","false","ZW","bespoke","Mobilisation advance at 15%; strong cash flow support for contractor on project start."
"Subject to the terms of this Contract, the Contractor shall submit a monthly cost report showing actual versus forecast expenditure, certified by the Contractor's quantity surveyor.","low","payment","false","ZW","FIDIC","Cost reporting obligation; transparency tool."
"The parties agree that force majeure shall not excuse the Contractor from any obligation under this Contract, including payment of liquidated damages during periods of force majeure.","high","force_majeure","true","UK","JCT","Force majeure excluded as a relief mechanism; contractor remains liable for LADs during force majeure events."
"Without limiting the generality of the foregoing, the Contractor shall maintain contingency resources and plans to mitigate force majeure events to the extent reasonably practicable.","low","force_majeure","false","UK","NEC4","FM mitigation obligation; reasonable and standard."
"Notwithstanding any other provision, the Employer may instruct the Contractor to submit a revised quotation if the Project Manager considers the original quotation unreasonable, and the Project Manager's assessment shall be final.","high","variation","true","UK","NEC4","PM's assessment of CE is final; removes contractor's ability to challenge valuation."
"In accordance with industry practice, the Contractor warrants that it has independently verified all information provided by the Employer and accepts full responsibility for any errors or discrepancies in the Contract Documents.","high","indemnity","true","UK","JCT","Contractor assumes employer's design risk; eliminates implied warranty on employer-provided information."
"SECTION 9: DISPUTE RESOLUTION","neutral","administrative","false","ZW","bespoke","Dispute resolution section heading."
"The Contractor shall maintain a 5% retention throughout the Works, reducing to 5% on Practical Completion; the balance shall be released at the end of the 12-month Defects Liability Period.","medium","payment","false","ZW","bespoke","Standard retention regime for Zimbabwe; rates are at market norm."
"For the avoidance of doubt, if the Contractor becomes insolvent, the Employer shall have the right to complete the Works using the Contractor's workforce and equipment without further payment.","high","termination","true","UK","JCT","Employer's step-in right using contractor's resources without additional payment; commercially punitive."
"Notwithstanding any other provision, either party shall give 14 days' written notice of any change in address for service of notices.","low","administrative","false","ZW","bespoke","Notice address update obligation; administrative."
"SECTION 7: INSURANCE","neutral","administrative","false","ZW","bespoke","Insurance section heading."
"Subject to the terms of this Contract, the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"SECTION 1: PARTIES TO THE CONTRACT","neutral","administrative","false","ZW","bespoke","Contract parties section."
"It is hereby agreed that the Contractor repays to the Employer the amount of any overpayment on the next payment date.","medium","payment","false","UK","NEC4","Overpayment recovery; balanced and expected."
"In accordance with industry practice, force majeure events include epidemic, pandemic, earthquake, flood, fire, war, civil commotion, sanctions, government action and any other event beyond the reasonable control of the affected party.","low","force_majeure","false","ZW","bespoke","Broad force majeure definition including government action; well-suited to Zimbabwe's political risk environment."
"The parties agree that the Contractor shall repay all amounts received under interim certificates if the final account shows the total certified was overpaid, with interest at 8% above base rate.","high","payment","true","UK","JCT","Retroactive overpayment recovery with punitive interest; creates cash flow uncertainty throughout project."
"Subject to the terms of this Contract, all cement, steel, bitumen and other principal materials shall be sourced from Zimbabwean manufacturers where available and comparable in quality and price.","medium","variation","false","ZW","bespoke","Local sourcing preference; may restrict contractor's supply chain and increase material risk."
"Notwithstanding any other provision, the Defects Liability Period shall be 12 months from the date of Practical Completion during which the Contractor shall rectify defects notified by the Employer within 21 days.","medium","warranty","false","UK","JCT","Standard DLP provision; 21-day notice-to-rectify window is reasonable."
"For the avoidance of doubt, on termination of the Contract by the Employer for convenience, the Contractor shall be entitled to the full value of work executed, loss of profit on remaining work, and demobilisation costs.","opportunity","termination","false","ZW","bespoke","Full termination-for-convenience entitlement; contractor recovers profit on unexecuted work."
"The Contractor shall perform the scope of work in compliance with regulatory authorities.","low","regulatory","false","ZW","bespoke",""
"Notwithstanding any other provision, the Employer shall provide such information as the Contractor may reasonably require to carry out the Works.","low","administrative","false","UK","JCT","Mutual information obligation; protects contractor's right to information."
"In the event of any dispute, the Employer's decision shall be final and binding; the Contractor shall continue to perform the Works pending any subsequent arbitration.","high","dispute","true","ZW","bespoke","Employer as sole arbiter of disputes; no independent decision-making; contractor must perform under adverse decisions."
"Prior to commencement of the Sub-Contract Works the Sub-Contractor shall submit his Quality and Environmental Management System to the Contractor for approval.","low","regulatory","false","ZW","bespoke",""
"'Defined Cost' means the amounts calculated by applying the Schedule of Cost Components or Shorter Schedule of Cost Components.","neutral","administrative","false","UK","NEC4","Standard NEC4 cost definition."
"In accordance with industry practice, the Contractor shall not be entitled to a compensation event where the Contractor failed to give early warning of the matter which caused the event.","high","delay","true","UK","NEC4","Loss of CE entitlement for failure to give early warning; strict application has harsh financial effect."
"The law of the contract is the law of England and Wales.","neutral","administrative","false","UK","NEC4","Governing law; standard for UK NEC4 contract."
"Notwithstanding any other provision, any extension of time application by the Contractor must be made within 7 days of the occurrence of the relevant event, failing which the Contractor shall be deemed to have waived its entitlement.","high","delay","true","UK","JCT","Extremely short notice period; strict waiver provision with no discretion for Engineer/Architect."
"Notwithstanding any other provision, government-imposed price controls that prevent the Contractor from procuring materials at market prices shall entitle the Contractor to an adjustment of the Contract Price.","opportunity","regulatory","false","ZW","bespoke","Price control risk on employer; government intervention risk passed back to employer."
"CLAUSE 14 – CONTRACT PRICE AND PAYMENT","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"For the avoidance of doubt, where the Employer issues an omission instruction, the Contractor shall be entitled to recover its preliminaries and time-related costs attributable to the omitted work.","opportunity","variation","true","ZW","bespoke","Preliminaries recovery on omissions; protects contractor's fixed cost recovery on scope reductions."
"SECTION 8: FORCE MAJEURE","neutral","administrative","false","ZW","bespoke","Force majeure section heading."
"CLAUSE 1 – GENERAL PROVISIONS","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"It is hereby agreed that extensions of Time shall be granted for Exceptional Events and other matters set out in Sub-Clause 8.5.","medium","delay","false","ZW","FIDIC","Standard FIDIC EOT provision covering listed relief events."
"Notwithstanding any other provision, the Engineer's determination of any claim shall be final and binding unless challenged by a DAAB decision within 28 days.","high","dispute","true","ZW","FIDIC","Short DAAB challenge window; practical difficulty in convening DAAB within 28 days in Zimbabwe."
"It is hereby agreed that the Contractor shall provide all Equipment and Temporary Works needed for execution of the Works.","low","administrative","false","ZW","FIDIC","Equipment provision obligation; standard."
"1. EFFECTIVE DATE","neutral","administrative","false","ZW","bespoke","Heading or procedural clause; no material risk allocation."
"In accordance with industry practice, the Contractor shall pay liquidated and ascertained damages at the rate stated in the Contract Particulars for every week or part week during which Practical Completion is delayed beyond the Completion Date, without limit as to time or amount.","high","delay","true","UK","JCT","Uncapped LADs with no causal link required; significant financial exposure for contractor."
"Subject to the terms of this Contract, escalation shall not apply to any element of the Contract Sum; the Contractor accepts all risks of price escalation in materials, labour and equipment for the full duration of the Contract.","high","payment","true","ZW","bespoke","Full escalation risk on contractor in Zimbabwe's volatile inflation environment; commercially dangerous on long contracts."
"Subject to the terms of this Contract, the Employer shall provide such information as the Contractor may reasonably require to carry out the Works.","low","administrative","false","UK","JCT","Mutual information obligation; protects contractor's right to information."
"The parties agree that the Employer may withhold payment of any certified sum provided it issues a Pay Less Notice not later than the prescribed period before the final date for payment.","medium","payment","false","UK","JCT","HGCRA-compliant pay less notice mechanism; contractor has clear right to challenge."
"SECTION 5 – VARIATIONS","neutral","administrative","false","UK","JCT","Contract section heading."
"Subject to the terms of this Contract, the Architect shall issue Interim Payment Certificates at the intervals stated in the Contract Particulars, and the Employer shall pay within 14 days of the due date.","low","payment","false","UK","JCT","Clear payment timeline; HGCRA compliant."
"SECTION 1 – DEFINITIONS AND INTERPRETATION","neutral","administrative","false","UK","JCT","Contract heading/section marker."
"Notwithstanding any other provision, the Employer's Representative may attend any site operations, tests or inspections at any time without prior notice.","low","administrative","false","ZW","bespoke","Access right for employer's representative; standard."
"The Contractor shall comply with the Employer's site rules and environmental management plan as updated from time to time during the Contract Period.","medium","regulatory","false","UK","JCT","Compliance with evolving site rules creates some uncertainty but is standard on managed sites."
"It is hereby agreed that the Contractor shall repay all amounts received under interim certificates if the final account shows the total certified was overpaid, with interest at 8% above base rate.","high","payment","true","UK","JCT","Retroactive overpayment recovery with punitive interest; creates cash flow uncertainty throughout project."
"SECTION 2 – CONTRACTOR'S OBLIGATIONS","neutral","administrative","false","UK","JCT","Contract section heading."
"For the avoidance of doubt, the Employer's Representative shall have authority to issue instructions on behalf of the Employer in all matters relating to the administration of this Contract.","low","administrative","false","ZW","bespoke","Defines employer's representative authority; standard."
"For the avoidance of doubt, the Contractor maintains the Site as free from rubbish and the Contractor's equipment as the Project Manager instructs.","low","site_conditions","false","UK","NEC4","Site tidiness obligation; standard."
"The Contractor shall submit as-built drawings within 14 days of Practical Completion.","low","administrative","false","ZW","bespoke","As-built record submission obligation; standard completion deliverable."
"Notwithstanding any other provision, the Project Manager may change the Scope to accept a Defect.","low","warranty","false","UK","NEC4","Scope change to accept defect with compensation adjustment; balanced."
"Without limiting the generality of the foregoing, either party may terminate if a force majeure event continues for more than 180 days, with the Contractor entitled to all costs incurred to the termination date.","low","termination","false","ZW","FIDIC","FM termination after 180 days with full cost recovery; balanced and reasonable."
"Without limiting the generality of the foregoing, the Project Manager is to act as stated in this Contract and in a spirit of mutual trust and co-operation.","low","administrative","false","UK","NEC4","PM duty of mutual trust; mirrors contractor obligation."
"Notwithstanding any other provision, the Contractor shall comply with all applicable laws, regulations and permit conditions throughout the Contract.","low","regulatory","false","ZW","FIDIC","General regulatory compliance; standard obligation."
"Notwithstanding any other provision, where the Employer fails to provide the Site by the agreed date, the Contractor is entitled to an extension of time and Cost plus profit.","opportunity","delay","false","ZW","FIDIC","Full recovery (time + cost + profit) for employer's failure to provide site; strong contractor protection."
"Notwithstanding any other provision, the Employer may deduct from any sum due to the Contractor any amount the Employer considers due from the Contractor under or in connection with the Contract, whether or not such amount has been ascertained.","high","payment","true","UK","JCT","Unrestricted set-off right without requirement for formal notice or ascertainment; exposes contractor to arbitrary deductions."
"The parties agree that the Project Manager may instruct a change to the Scope and the change is a compensation event.","medium","variation","false","UK","NEC4","Standard CE for scope change; balanced provision."
"The Employer shall pay the final balance of the Contract Sum within 42 days of the issue of the Final Certificate.","low","payment","false","UK","JCT","Clear final payment timeline; balanced obligation."
"SECTION 1 – GENERAL","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"SECTION 9 – TERMINATION","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"For the avoidance of doubt, the Commencement Date shall be the date stated in the Letter of Acceptance, and the Contractor shall commence Works within 7 days thereof.","low","administrative","false","ZW","bespoke","Standard commencement obligation."
"Notwithstanding any other provision, the Employer provides the Site and the means of access to and from the Site to the Contractor on time.","medium","site_conditions","false","UK","NEC4","Employer's access obligation; breach is a CE."
"The parties agree that the Employer shall have the right to vary the scope of Works by up to 50% without any adjustment to the unit rates or time for completion.","high","variation","true","ZW","bespoke","50% scope variation without rate adjustment; contractor's preliminaries and profit margin severely eroded on major omissions."
"20.6 Each signatory represents and warrants that he/she possess all required legal authority to enter into this Agreement on behalf of the entity for which he/she is signing for, and has the power and authority to bind the entity to the terms hereof and that entering into this Agreement does not violate any obligation or duty to any third party.","low","administrative","false","ZW","bespoke",""
"Subject to the terms of this Contract, the Contractor shall indemnify the Employer against all third party claims arising from the Contractor's operations, including claims resulting from the Employer's acts or omissions.","high","indemnity","true","ZW","FIDIC","Indemnity extends to employer's own acts; removes employer's responsibility for its own negligence."
"In accordance with industry practice, the Contractor shall submit a cashflow forecast with each payment application to assist the Employer with funding arrangements.","medium","payment","false","ZW","bespoke","Cashflow forecasting obligation; transparent but creates administrative burden."
"For the avoidance of doubt, force majeure events include epidemic, pandemic, earthquake, flood, fire, war, civil commotion, sanctions, government action and any other event beyond the reasonable control of the affected party.","low","force_majeure","false","ZW","bespoke","Broad force majeure definition including government action; well-suited to Zimbabwe's political risk environment."
"For the avoidance of doubt, the Works shall be carried out in accordance with the drawings, specifications and Bill of Quantities forming part of this Contract.","low","administrative","false","ZW","bespoke","Fundamental obligation to comply with contract documents; standard."
"Subject to the terms of this Contract, the Contractor shall be liable for liquidated damages at the rate of USD 5,000 per day for every day of delay beyond the Completion Date, without any limit on the aggregate amount recoverable.","high","delay","true","ZW","bespoke","Uncapped daily LADs in USD; creates severe and uninsurable financial exposure for Zimbabwean contractors."
"It is hereby agreed that the seat of arbitration shall be Harare, Zimbabwe; the arbitrator shall have authority to grant interim relief.","low","dispute","false","ZW","bespoke","Harare-seated arbitration; appropriate for Zimbabwe construction disputes."
"The Contractor shall submit all CE quotations within 21 days; late submission means the PM's own assessment is binding on the Contractor without review.","high","variation","true","UK","NEC4","PM's assessment binding on late quotation; removes contractor's ability to challenge PM's figures."
"The Contractor accepts the risk of legal changes to the law of any country applicable to the Contractor's work and no compensation event arises from change in law.","high","regulatory","true","UK","NEC4","Change-in-law risk transferred to contractor; contrary to standard NEC4 CE 60.1(18)."
"Subject to the terms of this Contract, all variations must be supported by a Variation Order signed by the Employer's Representative before work commences, except in cases of urgency where verbal instruction may be confirmed in writing within 48 hours.","medium","variation","false","ZW","bespoke","VO requirement with urgency exception; balanced but requires contractor diligence."
"PART I – GENERAL CONDITIONS","neutral","administrative","false","ZW","FIDIC","FIDIC structure heading."
"In accordance with industry practice, the Contractor accepts no warranty liability for defects arising from the Employer's design or specification.","opportunity","warranty","false","UK","JCT","Design warranty carve-out for employer-provided design; fair on contractor."
"For the avoidance of doubt, the Employer shall pay the Contractor within 56 days of the Engineer issuing a Payment Certificate.","medium","payment","false","ZW","FIDIC","56-day payment period; on the longer side under FIDIC Red Book."
"Without limiting the generality of the foregoing, the Employer and the Contractor shall act in a spirit of mutual trust and co-operation.","low","administrative","false","UK","NEC4","Core NEC4 collaboration obligation; aspirational but fundamental."
"Then the Contractor shall be entitled, without prejudice to any other remedy he may have, to forthwith determine the employment of the Sub-Contractor and recover from him any damages, losses or expenses incurred by the Contractor, including additional costs and expenses incurred to complete the Sub-Contract Works and caused by delays.","high","delay","true","ZW","bespoke","Clause creates significant risk for subcontractor; one-sided in favour of contractor/employer."
"CORE CLAUSES","neutral","administrative","false","UK","NEC4","NEC4 structural heading."
"Should any dispute arise in this regard, the Contractor's decision shall be final.","high","administrative","true","ZW","bespoke","Clause creates significant risk for subcontractor; one-sided in favour of contractor/employer."
"Without limiting the generality of the foregoing, escalation shall not apply to any element of the Contract Sum; the Contractor accepts all risks of price escalation in materials, labour and equipment for the full duration of the Contract.","high","payment","true","ZW","bespoke","Full escalation risk on contractor in Zimbabwe's volatile inflation environment; commercially dangerous on long contracts."
"In accordance with industry practice, either party may apply to the High Court of Zimbabwe for urgent interim relief pending arbitration.","low","dispute","false","ZW","bespoke","Preservation of urgent court relief; balanced dispute mechanism."
"For the avoidance of doubt, where the Employer fails to provide the Site by the agreed date, the Contractor is entitled to an extension of time and Cost plus profit.","opportunity","delay","false","ZW","FIDIC","Full recovery (time + cost + profit) for employer's failure to provide site; strong contractor protection."
"It is hereby agreed that the Contractor shall register the project with the Zimbabwe Revenue Authority and comply with all ZIMRA withholding tax obligations.","low","regulatory","false","ZW","bespoke","Tax compliance obligation; standard for Zimbabwe construction projects."
"It is hereby agreed that the Contractor shall submit a cashflow forecast with each payment application to assist the Employer with funding arrangements.","medium","payment","false","ZW","bespoke","Cashflow forecasting obligation; transparent but creates administrative burden."
"It is hereby agreed that the Contractor shall provide training to the Employer's maintenance staff on the operation of installed plant and equipment.","low","administrative","false","ZW","bespoke","Training obligation; standard on M&E and infrastructure contracts."
"The parties agree that the Employer provides the Site and the means of access to and from the Site to the Contractor on time.","medium","site_conditions","false","UK","NEC4","Employer's access obligation; breach is a CE."
"CONTRACT DATA PART 2 – DATA PROVIDED BY THE CONTRACTOR","neutral","administrative","false","UK","NEC4","Standard NEC4 document heading."
"The Employer shall pay the final balance of the Contract Sum within 7 days of the issue of the Final Certificate.","low","payment","false","UK","JCT","Clear final payment timeline; balanced obligation."
"Notwithstanding any other provision, either Party may terminate the Contractor's obligation to Provide the Works if the other Party has committed a reason stated in this Contract.","low","termination","false","UK","NEC4","Standard mutual termination for cause; balanced."
"C-07 OBLIGATION OF THE XYZ","neutral","administrative","false","PH","bespoke","Heading or procedural clause; no material risk allocation."
"Notwithstanding any other provision, the Sub-Contractor shall not be entitled to payment for variations unless a signed Variation Order is produced prior to commencing the varied work; verbal instructions shall not create payment entitlement.","high","variation","true","ZW","bespoke","Pre-variation-order condition precedent; practical impossibility on live construction sites denies contractors legitimate claims."
"Without limiting the generality of the foregoing, the Contractor shall indemnify the Employer against all costs, claims and expenses arising from the Contractor's presence on site, including claims by third parties, whether or not caused by the Contractor's negligence.","high","indemnity","true","ZW","bespoke","Negligence-free indemnity; contractor becomes insurer for all site-related third party claims."
"For the avoidance of doubt, the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"In accordance with industry practice, any variation instructed by the Employer shall be valued by the Employer's Quantity Surveyor, whose valuation shall be final and binding on the Contractor.","high","variation","true","UK","JCT","Removes contractor's right to challenge variation valuations through dispute resolution."
"In accordance with industry practice, the Contractor may terminate if the Employer fails to pay a certified sum within 28 days of the final date for payment after 14 days' notice.","opportunity","termination","false","UK","JCT","Contractor termination right for employer non-payment; standard protection."
"Without limiting the generality of the foregoing, where the Employer fails to give possession of the Site on the Date of Possession, such failure shall be a Relevant Matter entitling the Contractor to loss and expense.","low","delay","false","UK","JCT","Contractor protected for employer's failure to give possession."
"The parties agree that all disputes shall be resolved by adjudication in accordance with the Scheme for Construction Contracts (England and Wales) Regulations 1998.","low","dispute","false","UK","JCT","HGCRA-compliant adjudication clause; statutory right preserved."
"Subject to the terms of this Contract, the Employer shall give the Contractor possession of the Site on the Date of Possession stated in the Contract Particulars.","low","administrative","false","UK","JCT","Standard possession provision; balanced obligation on employer."
"The parties agree that on termination of the Contract by the Employer for convenience, the Contractor shall be entitled to the full value of work executed, loss of profit on remaining work, and demobilisation costs.","opportunity","termination","false","ZW","bespoke","Full termination-for-convenience entitlement; contractor recovers profit on unexecuted work."
"It is hereby agreed that the Contractor Provides the Works in accordance with the Scope and this Contract.","low","administrative","false","UK","NEC4","Fundamental contractor obligation; standard."
"In accordance with industry practice, the Employer provides the Site and the means of access to and from the Site to the Contractor on time.","medium","site_conditions","false","UK","NEC4","Employer's access obligation; breach is a CE."
"SCHEDULE OF RATES AND QUANTITIES","neutral","administrative","false","ZW","bespoke","Pricing document heading."
"Without limiting the generality of the foregoing, the Contractor shall comply with all CDM 2015 requirements as Principal Contractor and shall bear the cost of such compliance unless expressly stated otherwise.","medium","regulatory","false","UK","JCT","CDM compliance is a statutory duty; cost allocation is standard practice."
"In accordance with industry practice, where the Employer issues an omission instruction, the Contractor shall be entitled to recover its preliminaries and time-related costs attributable to the omitted work.","opportunity","variation","true","ZW","bespoke","Preliminaries recovery on omissions; protects contractor's fixed cost recovery on scope reductions."
"'Defects Notification Period' means the period for notifying defects in the Works or a Section as stated in the Contract Data.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC DNP definition."
"SECTION 2: DEFINITIONS","neutral","administrative","false","ZW","bespoke","Definitions section heading."
"h) Services to Sub-Contractor","neutral","administrative","false","ZW","bespoke","Heading or procedural clause; no material risk allocation."
"It is hereby agreed that the Contractor provides services and facilities listed in the Scope at the times and for the periods stated.","medium","administrative","false","UK","NEC4","Service provision obligation; scope-dependent risk."
"The Engineer's determination of any claim shall be final and binding unless challenged by a DAAB decision within 14 days.","high","dispute","true","ZW","FIDIC","Short DAAB challenge window; practical difficulty in convening DAAB within 28 days in Zimbabwe."
"In accordance with industry practice, a compensation event is not notified if the Employer or the Contractor did not give an early warning of the event when they could have done so.","medium","delay","true","UK","NEC4","Mutual early warning obligation; applies to both parties but in practice limits contractor CEs."
"It is hereby agreed that the Contractor shall continue to work diligently pending resolution of any dispute and shall not suspend work merely because a dispute exists.","medium","dispute","true","ZW","bespoke","Work continuation obligation during disputes; limits contractor's leverage but maintains project progress."
"The parties agree that the Contractor Provides the Works in accordance with the Scope and this Contract.","low","administrative","false","UK","NEC4","Fundamental contractor obligation; standard."
"Notwithstanding any other provision, any claim not submitted within 14 days of the cause of action arising is time-barred and shall not be considered.","high","delay","true","ZW","bespoke","14-day claim bar is impractically short; causes loss of legitimate claims on complex projects."
"2. AGREEMENT","neutral","administrative","false","ZW","bespoke","Heading or procedural clause; no material risk allocation."
"Notwithstanding any other provision, the Contractor accepts the risk of any event which the Contractor could have foreseen at the Contract Date and which affects the Contractor's ability to Provide the Works.","high","site_conditions","true","UK","NEC4","Ouster of compensation events for foreseeable risk; broad contractor risk assumption."
"SECTION 2 – CONTRACTOR'S OBLIGATIONS","neutral","administrative","false","UK","JCT","Contract section heading."
"'Key Date' means the date by which the Contractor is to meet a Condition stated in the Contract Data.","neutral","administrative","false","UK","NEC4","Standard NEC4 Key Date definition."
"Notwithstanding any other provision, the Employer provides the Site and the means of access to and from the Site to the Contractor on time.","medium","site_conditions","false","UK","NEC4","Employer's access obligation; breach is a CE."
"The parties agree that the Contractor shall indemnify and hold harmless the Employer against all claims, losses and liabilities arising out of or in connection with the Works, whether or not caused by the Contractor's negligence.","high","indemnity","true","UK","JCT","Indemnity without negligence requirement effectively makes contractor an insurer for all site events."
"Without limiting the generality of the foregoing, arbitration shall be conducted under the Zimbabwe Arbitration Act [Chapter 7:15] and the rules of the Arbitration Foundation of Southern Africa (AFSA).","low","dispute","false","ZW","bespoke","Zimbabwe arbitration framework; appropriate institutional rules for regional commercial disputes."
"SECTION 7 – ASSIGNMENT, THIRD PARTY RIGHTS AND COLLATERAL WARRANTIES","neutral","administrative","false","UK","JCT","Contract section heading."
"It is hereby agreed that the Contractor shall pay all employees a minimum wage not less than the applicable ZITS/ZCEA minimum wage for the construction sector.","low","regulatory","false","ZW","bespoke","Labour law compliance; Zimbabwe Construction Industry Federation wage requirement."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 72 hours of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"Subject to the terms of this Contract, the Employer may suspend the Works for any reason for up to 60 days without this constituting a termination; during suspension the Contractor shall stand down without payment.","high","payment","true","ZW","bespoke","Unpaid suspension right; contractor bears standing costs during employer-requested suspension."
"It is hereby agreed that the Project Manager may give an instruction requiring a Defect to be corrected within a shorter defect correction period than the one stated in the Contract Data.","medium","warranty","true","UK","NEC4","PM can shorten defect correction period; some contractor risk but subject to reasonableness."
"It is hereby agreed that any extension of time application by the Contractor must be made within 7 days of the occurrence of the relevant event, failing which the Contractor shall be deemed to have waived its entitlement.","high","delay","true","UK","JCT","Extremely short notice period; strict waiver provision with no discretion for Engineer/Architect."
"Without limiting the generality of the foregoing, the Employer shall provide survey benchmarks and reference points for the Contractor's use in setting out the Works.","low","administrative","false","ZW","bespoke","Employer's setting-out support obligation; standard."
"The Engineer shall issue Payment Certificates within 48 hours of receiving the Contractor's Statement.","medium","payment","false","ZW","FIDIC","28-day certification period; standard FIDIC payment cycle."
"It is hereby agreed that the Contractor shall maintain a site diary recording daily weather conditions, labour deployed and progress of the Works.","low","administrative","false","UK","JCT","Record-keeping obligation; protects both parties in claims situations."
